Date,0,1,2,3,,ls,amount,exp,NET,eod,pnl,commision,acc,strat,,,,6.64
2016+AC0-11+AC0-03,0.3143290342534,0.132895199881295,0.180386325341644,0.37238946341637,,,,+AC0-5286.00045457109,+AC0-0.144,+AC0-4953.80014976034,+AC0-332.200304810752,0,+ACI-+ACQ-36,390.24+ACI-,+AC0-0.90+ACU-,6.28+ACU-,,,15.39
2016+AC0-11+AC0-04,0.459017509473471,0.347523318933454,0.101457564190369,0.092001617658895,,,,+AC0-4953.80014976034,+AC0-0.136,+AC0-5117.96116836838,164.161018608042,0,+ACI-+ACQ-36,554.40+ACI-,0.45+ACU-,+AC0-3.31+ACU-,,,14.88
2016+AC0-11+AC0-07,0.466041541334225,0.310401900694288,0.196635499518269,0.026921056776837,,+AC0-1,6000,+AC0-11117.9611683684,+AC0-0.304,+AC0-12350.799604377,1232.83843600859,+AC0-1,+ACI-+ACQ-37,786.23+ACI-,3.37+ACU-,+AC0-11.09+ACU-,,,13.23
2016+AC0-11+AC0-08,0.201018341944095,0.437584108962229,0.015280624713352,0.346116926516545,,+AC0-1,6000,+AC0-18350.799604377,+AC0-0.486,+AC0-18600.4703472937,249.670742916693,+AC0-1,+ACI-+ACQ-38,034.91+ACI-,0.66+ACU-,+AC0-1.36+ACU-,,,13.05
2016+AC0-11+AC0-09,0.077720992241939,0.310568348889411,0.229332068035854,0.38237857635073,,,,+AC0-18600.4703472937,+AC0-0.489,+AC0-17175.1469490336,+AC0-1425.32339826005,0,+ACI-+ACQ-36,609.58+ACI-,+AC0-3.75+ACU-,7.66+ACU-,,,14.05
2016+AC0-11+AC0-10,0.108639152432955,0.545418718422701,0.341887365010547,0.004054772338167,,1,8000,+AC0-9175.14694903362,+AC0-0.251,+AC0-11186.4958887506,2011.34893971698,+AC0-1,+ACI-+ACQ-38,619.93+ACI-,5.49+ACU-,+AC0-21.92+ACU-,,,10.97
2016+AC0-11+AC0-11,0.343213907488985,0.596791522627607,0.049247716177418,0.010746849439369,,,,+AC0-11186.4958887506,+AC0-0.290,+AC0-13929.583759374,2743.08787062344,0,+ACI-+ACQ-41,363.02+ACI-,7.10+ACU-,+AC0-24.52+ACU-,,,8.28
2016+AC0-11+AC0-14,0.302357594922199,0.431723228184472,0.154579710985637,0.111339471681891,,,,+AC0-13929.583759374,+AC0-0.337,+AC0-13542.6508771692,+AC0-386.932882204836,0,+ACI-+ACQ-40,976.09+ACI-,+AC0-0.94+ACU-,2.78+ACU-,,,8.51
2016+AC0-11+AC0-15,0.410768913513366,0.45716119862544,0.114392910401499,0.017676974269915,,,,+AC0-13542.6508771692,+AC0-0.331,+AC0-11887.6148122743,+AC0-1655.03606489494,0,+ACI-+ACQ-39,321.05+ACI-,+AC0-4.04+ACU-,12.22+ACU-,,,9.55
2016+AC0-11+AC0-16,0.166918314194365,0.371227390699506,0.422380137819296,0.03947415840442,,+AC0-1,8000,+AC0-19887.6148122743,+AC0-0.506,+AC0-20387.4082735251,499.793461250873,+AC0-1,+ACI-+ACQ-39,819.84+ACI-,1.27+ACU-,+AC0-2.51+ACU-,,,9.31
2016+AC0-11+AC0-17,0.432806230865771,0.360809376815042,0.06849423735773,0.137890163063964,,,,+AC0-20387.4082735251,+AC0-0.512,+AC0-21832.7025227761,1445.29424925098,0,+ACI-+ACQ-41,265.14+ACI-,3.63+ACU-,+AC0-7.09+ACU-,,,8.65
2016+AC0-11+AC0-18,0.35149853877253,0.506197379526821,0.119069138809759,0.023234943135363,,,,+AC0-21832.7025227761,+AC0-0.529,+AC0-22564.6659599559,731.963437179784,0,+ACI-+ACQ-41,997.10+ACI-,1.77+ACU-,+AC0-3.35+ACU-,,,8.36
2016+AC0-11+AC0-21,0.278942164934559,0.369510394710222,0.237051810858275,0.114495628286224,,,,+AC0-22564.6659599559,+AC0-0.537,+AC0-21269.0870531642,+AC0-1295.57890679173,0,+ACI-+ACQ-40,701.52+ACI-,+AC0-3.08+ACU-,5.74+ACU-,,,8.84
2016+AC0-11+AC0-22,0.428893438934284,0.379463514112865,0.099660759790619,0.091982279665086,,,,+AC0-21269.0870531642,+AC0-0.523,+AC0-21004.426467661,+AC0-264.660585503174,0,+ACI-+ACQ-40,436.86+ACI-,+AC0-0.65+ACU-,1.24+ACU-,,,8.95
2016+AC0-11+AC0-23,0.182858800117886,0.338441153048205,0.258196823699758,0.220503232633641,,+AC0-1,8000,+AC0-29004.426467661,+AC0-0.717,+AC0-33314.5814622966,4310.15499463565,+AC0-1,+ACI-+ACQ-44,746.02+ACI-,10.66+ACU-,+AC0-14.86+ACU-,,,7.62
2016+AC0-11+AC0-25,0.277725767473659,0.259773713879622,0.076054538452442,0.386445977608401,,,,+AC0-33314.5814622966,+AC0-0.745,+AC0-32789.9423841502,+AC0-524.6390781464,0,+ACI-+ACQ-44,221.38+ACI-,+AC0-1.17+ACU-,1.57+ACU-,,,7.74
2016+AC0-11+AC0-28,0.215205166140287,0.130973755299325,0.149634059533703,0.504187035045433,,1,15000,+AC0-17789.9423841502,+AC0-0.402,+AC0-15767.3132758748,+AC0-2022.62910827548,+AC0-1,+ACI-+ACQ-42,197.75+ACI-,+AC0-4.57+ACU-,11.37+ACU-,,,8.62
2016+AC0-11+AC0-29,0.062590246866961,0.365272142028022,0.445297331353812,0.126840280868792,,1,15700,+AC0-67.3132758747579,+AC0-0.002,+AC0-69.0312481128608,1.71797223810286,+AC0-1,+ACI-+ACQ-42,198.47+ACI-,0.00+ACU-,+AC0-2.55+ACU-,,,8.4
2016+AC0-11+AC0-30,0.127051548400636,0.729240325454708,0.054150619871008,0.089557516820876,,,,+AC0-69.0312481128608,+AC0-0.002,+AC0-72.8937108048899,3.86246269202911,0,+ACI-+ACQ-42,202.33+ACI-,0.01+ACU-,+AC0-5.60+ACU-,,,7.93
2016+AC0-12+AC0-01,0.139362326778206,0.834150983154675,0.025747822947033,0.000738865065356,,,,+AC0-72.8937108048899,+AC0-0.002,+AC0-74.7321398289728,1.83842902408296,0,+ACI-+ACQ-42,204.17+ACI-,0.00+ACU-,+AC0-2.52+ACU-,,,7.73
2016+AC0-12+AC0-02,0.130000248138577,0.686558696902751,0.07955649582095,0.103884559323987,,,,+AC0-74.7321398289728,+AC0-0.002,+AC0-67.0945731452874,+AC0-7.63756668368544,0,+ACI-+ACQ-42,196.53+ACI-,+AC0-0.02+ACU-,10.22+ACU-,,,8.52
2016+AC0-12+AC0-05,0.044152257930459,0.72350071025935,0.143419677262415,0.088927354523038,,,,+AC0-67.0945731452874,+AC0-0.002,+AC0-67.4095711412746,0.314997995987255,0,+ACI-+ACQ-42,196.84+ACI-,0.00+ACU-,+AC0-0.47+ACU-,,,8.48
2016+AC0-12+AC0-06,0.344535636193289,0.428106719773524,0.130658297163139,0.096699355903877,,,,+AC0-67.4095711412746,+AC0-0.002,+AC0-68.6019574232547,1.19238628198009,0,+ACI-+ACQ-42,198.04+ACI-,0.00+ACU-,+AC0-1.77+ACU-,,,8.33
2016+AC0-12+AC0-07,0.347508239200092,0.411933377356532,0.221965337765814,0.018593051684593,,,,+AC0-68.6019574232547,+AC0-0.002,+AC0-66.1312986925253,+AC0-2.47065873072947,0,+ACI-+ACQ-42,195.57+ACI-,+AC0-0.01+ACU-,3.60+ACU-,,,8.63
2016+AC0-12+AC0-08,0.029207332125404,0.863267481525498,0.106412744674726,0.001112431732503,,+AC0-1,7000,+AC0-7066.13129869253,+AC0-0.167,+AC0-7066.13129869253,0,+AC0-1,+ACI-+ACQ-42,194.57+ACI-,0.00+ACU-,0.00+ACU-,,,8.63
2016+AC0-12+AC0-09,0.189809381045524,0.422483289631477,0.070775777084462,0.316931554287447,,,,+AC0-7066.13129869253,+AC0-0.167,+AC0-7835.79102299971,769.659724307181,0,+ACI-+ACQ-42,964.23+ACI-,1.82+ACU-,+AC0-10.89+ACU-,,,7.69
2016+AC0-12+AC0-12,0.393327672755922,0.333058070427844,0.170342611408769,0.10327163860881,,,,+AC0-7835.79102299971,+AC0-0.182,+AC0-7764.46392656148,+AC0-71.3270964382282,0,+ACI-+ACQ-42,892.90+ACI-,+AC0-0.17+ACU-,0.91+ACU-,,,7.76
2016+AC0-12+AC0-13,0.142409115403456,0.664955338974863,0.120991950086337,0.071643601309544,,,,+AC0-7764.46392656148,+AC0-0.181,+AC0-7444.27984711564,+AC0-320.184079445835,0,+ACI-+ACQ-42,572.72+ACI-,+AC0-0.75+ACU-,4.12+ACU-,,,8.08
2016+AC0-12+AC0-14,0.152457991967649,0.542830926587431,0.127494297605503,0.177216794386645,,,,+AC0-7444.27984711564,+AC0-0.175,+AC0-8522.2263101262,1077.94646301056,0,+ACI-+ACQ-43,650.66+ACI-,2.53+ACU-,+AC0-14.48+ACU-,,,6.91
2016+AC0-12+AC0-15,0.22847221168315,0.477609662072156,0.293342063425879,0.000576068069146,,,,+AC0-8522.2263101262,+AC0-0.195,+AC0-9730.87779839301,1208.65148826681,0,+ACI-+ACQ-44,859.31+ACI-,2.77+ACU-,+AC0-14.18+ACU-,,,5.93
2016+AC0-12+AC0-16,0.220461409657761,0.452575022033166,0.220256069491319,0.106707511111212,,,,+AC0-9730.87779839301,+AC0-0.217,+AC0-9780.10652249955,49.2287241065405,0,+ACI-+ACQ-44,908.54+ACI-,0.11+ACU-,+AC0-0.51+ACU-,,,5.9
2016+AC0-12+AC0-19,0.161289496258479,0.656624475728736,0.093162205471389,0.088923835729796,,,,+AC0-9780.10652249955,+AC0-0.218,+AC0-9630.9184569021,+AC0-149.188065597449,0,+ACI-+ACQ-44,759.35+ACI-,+AC0-0.33+ACU-,1.53+ACU-,,,5.99
2016+AC0-12+AC0-20,0.166463072344208,0.480924730521894,0.121712947392276,0.230899250134341,,,,+AC0-9630.9184569021,+AC0-0.215,+AC0-9598.76180095251,+AC0-32.1566559495895,0,+ACI-+ACQ-44,727.20+ACI-,+AC0-0.07+ACU-,0.33+ACU-,,,6.01
2016+AC0-12+AC0-21,0.157270035012176,0.590459238118537,0.154466195090637,0.097804535224544,,,,+AC0-9598.76180095251,+AC0-0.215,+AC0-9598.76180095251,0,0,+ACI-+ACQ-44,727.20+ACI-,0.00+ACU-,0.00+ACU-,,,6.01
2016+AC0-12+AC0-22,0.212556116005403,0.538370137754137,0.134728555206299,0.114345201464974,,,,+AC0-9598.76180095251,+AC0-0.215,+AC0-9646.67575336991,47.9139524174007,0,+ACI-+ACQ-44,775.11+ACI-,0.11+ACU-,+AC0-0.50+ACU-,,,5.98
2016+AC0-12+AC0-23,0.14222549085004,0.531315804624028,0.318715294670228,0.00774342494313,,,,+AC0-9646.67575336991,+AC0-0.215,+AC0-9227.25506844079,+AC0-419.420684929126,0,+ACI-+ACQ-44,355.69+ACI-,+AC0-0.94+ACU-,4.35+ACU-,,,6.24
2016+AC0-12+AC0-27,0.091046301117756,0.455798764690379,0.31965190389314,0.13350304166086,,,,+AC0-9227.25506844079,+AC0-0.208,+AC0-8517.46621702227,+AC0-709.788851418522,0,+ACI-+ACQ-43,645.90+ACI-,+AC0-1.60+ACU-,7.69+ACU-,,,6.72
2016+AC0-12+AC0-28,0.334045347368872,0.242128578586816,0.376244682787995,0.047581393654472,,,,+AC0-8517.46621702227,+AC0-0.195,+AC0-8023.14898121294,+AC0-494.317235809329,0,+ACI-+ACQ-43,151.58+ACI-,+AC0-1.13+ACU-,5.80+ACU-,,,7.11
2016+AC0-12+AC0-29,0.248235662415387,0.618646966520112,0.104385158918631,0.028732211633643,,,,+AC0-8023.14898121294,+AC0-0.186,+AC0-6161.23677038293,+AC0-1861.91221083001,0,+ACI-+ACQ-41,289.67+ACI-,+AC0-4.31+ACU-,23.21+ACU-,,,8.76
2016+AC0-12+AC0-30,0.384395263905967,0.43051040443189,0.025248309655983,0.159846019398456,,,,+AC0-6161.23677038293,+AC0-0.149,+AC0-6948.97480495244,787.738034569507,0,+ACI-+ACQ-42,077.41+ACI-,1.91+ACU-,+AC0-12.79+ACU-,,,7.64
2017+AC0-01+AC0-03,0.209437239520419,0.220897379831588,0.132320196453782,0.43734519087063,,,,+AC0-6948.97480495244,+AC0-0.165,+AC0-6075.80519595318,+AC0-873.169608999259,0,+ACI-+ACQ-41,204.24+ACI-,+AC0-2.08+ACU-,12.57+ACU-,,,8.6
2017+AC0-01+AC0-04,0.055246425444705,0.651825936992983,0.290978283090858,0.00194935558904,,1,6000,+AC0-75.8051959531813,+AC0-0.002,+AC0-74.3948667261454,+AC0-1.41032922703593,+AC0-1,+ACI-+ACQ-41,201.83+ACI-,0.00+ACU-,1.86+ACU-,,,8.76
2017+AC0-01+AC0-05,0.578071599124733,0.419666834781331,0.002242726991996,1.88316539075934E+AC0-05,,,,,,,,,,,17.81+ACU-,,,10.32
2017+AC0-01+AC0-06,0.224264739694212,0.19663717435852,0.263732410108242,0.315365669040372,,,,,,,,,,,+AC0-10.27+ACU-,,,9.26
2017+AC0-01+AC0-09,0.15241077666816,0.150571603128575,0.601327807842548,0.095689819881147,,,,,,,,,,,1.19+ACU-,,,9.37
2017+AC0-01+AC0-10,0.368147453220677,0.435549748265015,0.09366857446773,0.102634226095488,,,,,,,,,,,1.81+ACU-,,,9.54
2017+AC0-01+AC0-11,0.620741838623489,0.210532102768638,0.151770402871024,0.016955646842718,,,,,,,,,,,+AC0-0.63+ACU-,,,9.48
2017+AC0-01+AC0-12,0.180476374385574,0.15708275389351,0.499803317156247,0.162637557544901,,,,,,,,,,,0.74+ACU-,,,9.55
2017+AC0-01+AC0-13,0.102201008616713,0.439742310245565,0.281487882088922,0.176568800515634,,,,,,,,,,,1.57+ACU-,,,9.7
2017+AC0-01+AC0-17,0.137687706606265,0.236387888314644,0.114125734539655,0.511798666360127,,,,,,,,,,,7.94+ACU-,,,10.47
2017+AC0-01+AC0-18,0.397923307977005,0.438626637580635,0.142081209723844,0.021368850434508,,,,,,,,,,,+AC0-4.39+ACU-,,,10.01
2017+AC0-01+AC0-19,0.215453834461628,0.281838404223179,0.310633638443245,0.1920741168882,,,,,,,,,,,+AC0-2.00+ACU-,,,9.81
2017+AC0-01+AC0-20,0.233816268355317,0.435037257094475,0.231111563364039,0.100034928601901,,,,,,,,,,,3.36+ACU-,,,10.14
,,,,,,,,,,,,,,,8.28+ACU-,,,10.98
,,,,,,,,,,,,,,,0.82+ACU-,,,11.07
,,,,,,,,,,,,,,,+AC0-4.52+ACU-,,,10.57
,,,,,,,,,,,,,,,+AC0-7.57+ACU-,,,9.77
,,,,,,,,,,,,,,,4.40+ACU-,,,10.2
,,,,,,,,,,,,,,,+AC0-0.59+ACU-,,,10.14
,,,,,,,,,,,,,,,9.27+ACU-,,,11.08
,,,,,,,,,,,,,,,+AC0-0.72+ACU-,,,11
,,,,,,,,,,,,,,,6.36+ACU-,,,11.7
,,,,,,,,,,,,,,,1.62+ACU-,,,11.89
